valor1,valor2,valor3,valor4,valor5,valor6,valor7,monto,no pago
A,sergio,Y,Y,2,e,2,5,0
S,sergio,U,U,1,r,1,44,0
S,jojo,Y,Y,2,t,2,32,0
S,pepe,T,T,3,y,3,67,0
S,sergio,Y,Y,4,u,4,88,0
A,pepe,U,U,5,i,5,93,0
A,sergio,U,U,6,o,6,34,0
A,jojo,Y,Y,7,p,7,45,0
A,sergio,T,T,7,l,7,5,0
A,sergio,Y,Y,77,k,77,76,0
S,sergio,Y,Y,56,j,56,30,0
A,jojo,U,U,54,h,54,4,0
S,sergio,Y,Y,34,g,34,34,0
A,pepe,T,T,32,f,32,10,0
A,jojo,U,U,14,d,14,21,0
S,sergio,Y,Y,16,s,16,42,0
S,sergio,Y,Y,18,a,18,28,0
S,sergio,Y,Y,19,z,19,14,0
A,sergio,Y,Y,1,x,1,31,0
A,sergio,T,T,2,c,2,67,0
S,pepe,T,T,3,v,3,8,0
A,jojo,T,T,4,b,4,5,0
S,pepe,T,T,5,n,5,4,0
A,sergio,T,T,6,q,6,5,0
S,sergio,U,U,7,w,7,44,0
S,jojo,U,U,6,e,6,32,0
S,pepe,U,U,5,r,5,67,0
S,sergio,U,U,4,t,4,88,0
A,pepe,U,U,3,y,3,93,0
A,sergio,Y,Y,2,u,2,34,0
A,jojo,T,T,1,i,1,45,0
A,sergio,Y,Y,2,o,2,5,0
A,sergio,U,U,3,p,3,76,0
S,sergio,Y,Y,4,l,4,30,0
A,jojo,U,U,5,k,5,4,0
S,sergio,Y,Y,6,j,6,34,0
A,pepe,T,T,7,h,7,10,0
A,jojo,U,U,8,g,8,21,0
S,jojo,T,T,9,f,9,72,0
S,sergio,T,T,0,d,0,35,0
S,sergio,U,U,9,s,9,42,0
S,sergio,U,U,12,a,12,28,0
S,sergio,U,U,11,z,11,14,0
A,sergio,U,U,23,x,23,31,0
A,sergio,U,U,21,c,21,67,0
S,pepe,U,U,2,v,2,8,0
A,jojo,Y,Y,21,b,21,5,0
S,pepe,T,T,54,n,54,4,0
A,sergio,Y,Y,56,q,56,5,0
S,sergio,U,U,76,w,76,44,0
S,jojo,Y,Y,78,e,78,32,0
S,pepe,T,T,98,r,98,67,0
S,sergio,Y,Y,76,t,76,88,0
A,pepe,U,U,54,y,54,93,0
A,sergio,U,U,32,u,32,34,0
A,jojo,Y,Y,34,i,34,45,0
A,sergio,T,T,56,o,56,5,0
A,sergio,Y,Y,7,p,7,76,0
S,sergio,Y,Y,8,l,8,30,0
A,jojo,U,U,9,k,9,4,0
S,sergio,Y,Y,8,j,8,34,0
A,pepe,T,T,7,h,7,10,0
A,jojo,U,U,6,g,6,21,0
S,sergio,Y,Y,5,f,5,42,0
S,sergio,Y,Y,4,d,4,28,0
S,sergio,Y,Y,3,s,3,14,0
A,sergio,Y,Y,2,a,2,31,0
A,sergio,T,T,1,z,1,67,0
S,pepe,T,T,2,x,2,8,0
A,jojo,T,T,3,c,3,5,0
S,pepe,T,T,4,v,4,4,0
A,sergio,T,T,5,b,5,5,0
S,sergio,U,U,6,n,6,44,0
S,jojo,U,U,7,q,7,32,0
S,pepe,U,U,7,w,7,67,0
S,sergio,U,U,77,e,77,88,0
A,pepe,U,U,56,r,56,93,0
A,sergio,Y,Y,54,t,54,34,0
A,jojo,T,T,34,y,34,45,0
A,sergio,Y,Y,32,u,32,5,0
A,sergio,U,U,14,i,14,76,0
S,sergio,Y,Y,16,o,16,30,0
A,jojo,U,U,18,p,18,4,0
S,sergio,Y,Y,19,l,19,34,0
A,pepe,T,T,43,k,43,10,0
A,jojo,U,U,1,j,1,21,0
S,jojo,T,T,2,h,2,72,0
S,sergio,T,T,3,g,3,35,0
S,sergio,U,U,4,f,4,42,0
S,sergio,U,U,5,d,5,28,0
S,sergio,U,U,6,s,6,14,0
A,sergio,U,U,7,a,7,31,0
A,sergio,U,U,6,z,6,67,0
S,pepe,U,U,5,x,5,8,0
A,jojo,Y,Y,4,c,4,5,0
S,pepe,T,T,3,v,3,4,0
A,sergio,Y,Y,2,b,2,5,0
S,sergio,U,U,1,n,1,44,0
S,jojo,Y,Y,2,q,2,32,0
S,pepe,T,T,3,w,3,67,0
S,sergio,Y,Y,4,e,4,88,0
A,pepe,U,U,5,r,5,93,0
A,sergio,U,U,6,t,6,34,0
A,jojo,Y,Y,7,y,7,45,0
A,sergio,T,T,8,u,8,5,0
A,sergio,Y,Y,9,i,9,76,0
S,sergio,Y,Y,0,o,0,30,0
A,jojo,U,U,9,p,9,4,0
S,sergio,Y,Y,12,l,12,34,0
A,pepe,T,T,11,k,11,10,0
A,jojo,U,U,23,j,23,21,0
S,sergio,Y,Y,21,h,21,42,0
S,sergio,Y,Y,2,g,2,28,0
S,sergio,Y,Y,21,f,21,14,0
A,sergio,Y,Y,54,d,54,31,0
A,sergio,T,T,56,s,56,67,0
S,pepe,T,T,76,a,76,8,0
A,jojo,T,T,78,z,78,5,0
S,pepe,T,T,98,x,98,4,0
A,sergio,T,T,76,c,76,5,0
S,sergio,U,U,54,v,54,44,0
S,jojo,U,U,32,b,32,32,0
S,pepe,U,U,34,n,34,67,0
S,sergio,U,U,56,q,56,88,0
A,pepe,U,U,7,w,7,93,0
A,sergio,Y,Y,8,e,8,34,0
A,jojo,T,T,9,r,9,45,0
A,sergio,Y,Y,8,t,8,5,0
A,sergio,U,U,7,y,7,76,0
S,sergio,Y,Y,6,u,6,30,0
A,jojo,U,U,5,i,5,4,0
S,sergio,Y,Y,4,o,4,34,0
A,pepe,T,T,3,p,3,10,0
A,jojo,U,U,2,l,2,21,0
S,jojo,T,T,1,k,1,72,0
S,sergio,T,T,2,j,2,35,0
S,sergio,U,U,3,h,3,42,0
S,sergio,U,U,4,g,4,28,0
S,sergio,U,U,5,f,5,14,0
A,sergio,U,U,6,d,6,31,0
A,sergio,U,U,7,s,7,67,0
S,pepe,U,U,7,a,7,8,0
A,jojo,Y,Y,77,z,77,5,0
S,pepe,T,T,56,x,56,4,0
A,sergio,Y,Y,54,c,54,5,0
S,sergio,U,U,34,v,34,44,0
S,jojo,Y,Y,32,b,32,32,0
S,pepe,T,T,14,n,14,67,0
S,sergio,Y,Y,16,q,16,88,0
A,pepe,U,U,18,w,18,93,0
A,sergio,U,U,19,e,19,34,0
A,jojo,Y,Y,1,r,1,45,0
A,sergio,T,T,2,t,2,5,0
A,sergio,Y,Y,3,y,3,76,0
S,sergio,Y,Y,4,u,4,30,0
A,jojo,U,U,5,i,5,4,0
S,sergio,Y,Y,6,o,6,34,0
A,pepe,T,T,7,p,7,10,0
A,jojo,U,U,6,l,6,21,0
S,sergio,Y,Y,5,k,5,42,0
S,sergio,Y,Y,4,j,4,28,0
S,sergio,Y,Y,3,h,3,14,0
A,sergio,Y,Y,2,g,2,31,0
A,sergio,T,T,1,f,1,67,0
S,pepe,T,T,2,d,2,8,0
A,jojo,T,T,3,s,3,5,0
S,pepe,T,T,4,a,4,4,0
A,sergio,T,T,5,z,5,5,0
S,sergio,U,U,6,x,6,44,0
S,jojo,U,U,7,c,7,32,0
S,pepe,U,U,8,v,8,67,0
S,sergio,U,U,9,b,9,88,0
A,pepe,U,U,0,n,0,93,0
A,sergio,Y,Y,9,m,9,34,0
A,jojo,T,T,12,q,12,45,0
A,sergio,Y,Y,11,w,11,5,0
A,sergio,U,U,23,e,23,76,0
S,sergio,Y,Y,21,r,21,30,0
A,jojo,U,U,2,t,2,4,0
S,sergio,Y,Y,21,y,21,34,0
A,pepe,T,T,54,u,54,10,0
A,jojo,U,U,56,i,56,21,0
S,jojo,T,T,76,o,76,72,0
S,sergio,T,T,78,p,78,35,0
S,sergio,U,U,98,l,98,42,0
S,sergio,U,U,76,k,76,28,0
S,sergio,U,U,54,j,54,14,0
A,sergio,U,U,32,h,32,31,0
A,sergio,U,U,34,g,34,67,0
S,pepe,U,U,56,f,56,8,0
A,jojo,Y,Y,7,d,7,5,0
S,pepe,T,T,8,s,8,4,0
A,sergio,Y,Y,9,a,9,5,0
S,sergio,U,U,8,z,8,44,0
S,jojo,Y,Y,7,x,7,32,0
S,pepe,T,T,6,c,6,67,0
S,sergio,Y,Y,5,v,5,88,0
A,pepe,U,U,4,b,4,93,0
A,sergio,U,U,3,n,3,34,0
A,jojo,Y,Y,2,m,2,45,0
A,sergio,T,T,1,q,1,5,0
A,sergio,Y,Y,2,w,2,76,0
S,sergio,Y,Y,3,e,3,30,0
A,jojo,U,U,4,r,4,4,0
S,sergio,Y,Y,5,t,5,34,0
A,pepe,T,T,6,y,6,10,0
A,jojo,U,U,7,u,7,21,0
S,sergio,Y,Y,7,i,7,42,0
S,sergio,Y,Y,77,o,77,28,0
S,sergio,Y,Y,56,p,56,14,0
A,sergio,Y,Y,54,l,54,31,0
A,sergio,T,T,34,k,34,67,0
S,pepe,T,T,32,j,32,8,0
A,jojo,T,T,14,h,14,5,0
S,pepe,T,T,16,g,16,4,0
A,sergio,T,T,18,f,18,5,0
S,sergio,U,U,19,d,19,44,0
S,jojo,U,U,1,s,1,32,0
S,pepe,U,U,2,a,2,67,0
S,sergio,U,U,3,z,3,88,0
A,pepe,U,U,4,x,4,93,0
A,sergio,Y,Y,5,c,5,34,0
A,jojo,T,T,6,v,6,45,0
A,sergio,Y,Y,7,b,7,5,0
A,sergio,U,U,6,n,6,76,0
S,sergio,Y,Y,5,q,5,30,0
A,jojo,U,U,4,w,4,4,0
S,sergio,Y,Y,3,e,3,34,0
A,pepe,T,T,2,r,2,10,0
A,jojo,U,U,1,t,1,21,0
S,jojo,T,T,2,y,2,72,0
S,sergio,T,T,3,u,3,35,0
S,sergio,U,U,4,i,4,42,0
S,sergio,U,U,5,o,5,28,0
S,sergio,U,U,6,p,6,14,0
A,sergio,U,U,7,l,7,31,0
A,sergio,U,U,8,k,8,67,0
S,pepe,U,U,9,j,9,8,0
A,jojo,Y,Y,0,h,0,5,0
S,pepe,T,T,9,g,9,4,0
A,sergio,Y,Y,12,f,12,5,0
S,sergio,U,U,11,d,11,44,0
S,jojo,Y,Y,23,s,23,32,0
S,pepe,T,T,21,a,21,67,0
S,sergio,Y,Y,2,z,2,88,0
A,pepe,U,U,21,x,21,93,0
A,sergio,U,U,54,c,54,34,0
A,jojo,Y,Y,56,v,56,45,0
A,sergio,T,T,76,b,76,5,0
A,sergio,Y,Y,78,n,78,76,0
S,sergio,Y,Y,98,q,98,30,0
A,jojo,U,U,76,w,76,4,0
S,sergio,Y,Y,54,e,54,34,0
A,pepe,T,T,32,r,32,10,0
A,jojo,U,U,34,t,34,21,0
S,sergio,Y,Y,56,y,56,42,0
S,sergio,Y,Y,7,u,7,28,0
S,sergio,Y,Y,8,i,8,14,0
A,sergio,Y,Y,9,o,9,31,0
A,sergio,T,T,8,p,8,67,0
S,pepe,T,T,7,l,7,8,0
A,jojo,T,T,6,k,6,5,0
S,pepe,T,T,5,j,5,4,0
A,sergio,T,T,4,h,4,5,0
S,sergio,U,U,3,g,3,44,0
S,jojo,U,U,2,f,2,32,0
S,pepe,U,U,1,d,1,67,0
S,sergio,U,U,2,s,2,88,0
A,pepe,U,U,3,a,3,93,0
A,sergio,Y,Y,4,z,4,34,0
A,jojo,T,T,5,x,5,45,0
A,sergio,Y,Y,6,c,6,5,0
A,sergio,U,U,7,v,7,76,0
S,sergio,Y,Y,7,b,7,30,0
A,jojo,U,U,77,n,77,4,0
S,sergio,Y,Y,56,q,56,34,0
A,pepe,T,T,54,w,54,10,0
A,jojo,U,U,34,e,34,21,0
S,jojo,T,T,32,r,32,72,0
S,sergio,T,T,14,t,14,35,0
S,sergio,U,U,16,y,16,42,0
S,sergio,U,U,18,u,18,28,0
S,sergio,U,U,19,i,19,14,0
A,sergio,U,U,1,o,1,31,0
A,sergio,U,U,2,p,2,67,0
S,pepe,U,U,3,l,3,8,0
A,jojo,Y,Y,4,k,4,5,0
S,pepe,T,T,5,j,5,4,0
A,sergio,Y,Y,6,h,6,5,0
S,sergio,U,U,7,g,7,44,0
S,jojo,Y,Y,6,f,6,32,0
S,pepe,T,T,5,d,5,67,0
S,sergio,Y,Y,4,s,4,88,0
A,pepe,U,U,3,a,3,93,0
A,sergio,U,U,2,z,2,34,0
A,jojo,Y,Y,1,x,1,45,0
A,sergio,T,T,2,c,2,5,0
A,sergio,Y,Y,3,v,3,76,0
S,sergio,Y,Y,4,b,4,30,0
A,jojo,U,U,5,n,5,4,0
S,sergio,Y,Y,6,q,6,34,0
A,pepe,T,T,7,w,7,10,0
A,jojo,U,U,8,e,8,21,0
S,sergio,Y,Y,9,r,9,42,0
S,sergio,Y,Y,0,t,0,28,0
S,sergio,Y,Y,9,y,9,14,0
A,sergio,Y,Y,12,u,12,31,0
A,sergio,T,T,11,i,11,67,0
S,pepe,T,T,23,o,23,8,0
A,jojo,T,T,21,p,21,5,0
S,pepe,T,T,2,l,2,4,0
A,sergio,T,T,21,k,21,5,0
S,sergio,U,U,54,j,54,44,0
S,jojo,U,U,56,h,56,32,0
S,pepe,U,U,76,g,76,67,0
S,sergio,U,U,78,f,78,88,0
A,pepe,U,U,98,d,98,93,0
A,sergio,Y,Y,76,s,76,34,0
A,jojo,T,T,54,a,54,45,0
A,sergio,Y,Y,32,z,32,5,0
A,sergio,U,U,34,x,34,76,0
S,sergio,Y,Y,56,c,56,30,0
A,jojo,U,U,7,v,7,4,0
S,sergio,Y,Y,8,b,8,34,0
A,pepe,T,T,9,n,9,10,0
A,jojo,U,U,8,q,8,21,0
S,jojo,T,T,7,w,7,72,0
S,sergio,T,T,6,e,6,35,0
S,sergio,U,U,5,r,5,42,0
S,sergio,U,U,4,t,4,28,0
S,sergio,U,U,3,y,3,14,0
A,sergio,U,U,2,u,2,31,0
A,sergio,U,U,1,i,1,67,0
S,pepe,U,U,2,o,2,8,0
A,jojo,Y,Y,3,p,3,5,0
S,pepe,T,T,4,l,4,4,0
A,sergio,Y,Y,5,k,5,5,0
S,sergio,U,U,6,j,6,44,0
S,jojo,Y,Y,7,h,7,32,0
S,pepe,T,T,7,g,7,67,0
S,sergio,Y,Y,77,f,77,88,0
A,pepe,U,U,56,d,56,93,0
A,sergio,U,U,54,s,54,34,0
A,jojo,Y,Y,34,a,34,45,0
A,sergio,T,T,32,z,32,5,0
A,sergio,Y,Y,14,x,14,76,0
S,sergio,Y,Y,16,c,16,30,0
A,jojo,U,U,18,v,18,4,0
S,sergio,Y,Y,19,b,19,34,0
A,pepe,T,T,1,n,1,10,0
A,jojo,U,U,2,q,2,21,0
S,sergio,Y,Y,3,w,3,42,0
S,sergio,Y,Y,4,e,4,28,0
S,sergio,Y,Y,5,r,5,14,0
A,sergio,Y,Y,6,t,6,31,0
A,sergio,T,T,7,y,7,67,0
S,pepe,T,T,6,u,6,8,0
A,jojo,T,T,5,i,5,5,0
S,pepe,T,T,4,o,4,4,0
A,sergio,T,T,3,p,3,5,0
S,sergio,U,U,2,l,2,44,0
S,jojo,U,U,1,k,1,32,0
S,pepe,U,U,2,j,2,67,0
S,sergio,U,U,3,h,3,88,0
A,pepe,U,U,4,g,4,93,0
A,sergio,Y,Y,5,f,5,34,0
A,jojo,T,T,6,d,6,45,0
A,sergio,Y,Y,7,s,7,5,0
A,sergio,U,U,8,a,8,76,0
S,sergio,Y,Y,9,z,9,30,0
A,jojo,U,U,0,x,0,4,0
S,sergio,Y,Y,9,c,9,34,0
A,pepe,T,T,12,v,12,10,0
A,jojo,U,U,11,b,11,21,0
S,jojo,T,T,23,n,23,72,0
S,sergio,T,T,21,q,21,35,0
S,sergio,U,U,2,w,2,42,0
S,sergio,U,U,21,e,21,28,0
S,sergio,U,U,54,r,54,14,0
A,sergio,U,U,56,t,56,31,0
A,sergio,U,U,76,y,76,67,0
S,pepe,U,U,78,u,78,8,0
A,jojo,Y,Y,98,i,98,5,0
S,pepe,T,T,76,o,76,4,0
A,sergio,Y,Y,54,p,54,5,0
S,sergio,U,U,32,l,32,44,0
S,jojo,Y,Y,34,k,34,32,0
S,pepe,T,T,56,j,56,67,0
S,sergio,Y,Y,7,h,7,88,0
A,pepe,U,U,8,g,8,93,0
A,sergio,U,U,9,f,9,34,0
A,jojo,Y,Y,8,d,8,45,0
A,sergio,T,T,7,s,7,5,0
A,sergio,Y,Y,6,a,6,76,0
S,sergio,Y,Y,5,z,5,30,0
A,jojo,U,U,4,x,4,4,0
S,sergio,Y,Y,3,c,3,34,0
A,pepe,T,T,2,v,2,10,0
A,jojo,U,U,1,b,1,21,0
S,sergio,Y,Y,2,n,2,42,0
S,sergio,Y,Y,3,q,3,28,0
S,sergio,Y,Y,4,w,4,14,0
A,sergio,Y,Y,5,e,5,31,0
A,sergio,T,T,6,r,6,67,0
S,pepe,T,T,7,t,7,8,0
A,jojo,T,T,7,y,7,5,0
S,pepe,T,T,77,u,77,4,0
A,sergio,T,T,56,i,56,5,0
S,sergio,U,U,54,o,54,44,0
S,jojo,U,U,34,p,34,32,0
S,pepe,U,U,32,l,32,67,0
S,sergio,U,U,14,k,14,88,0
A,pepe,U,U,16,j,16,93,0
A,sergio,Y,Y,18,h,18,34,0
A,jojo,T,T,19,g,19,45,0
A,sergio,Y,Y,1,f,1,5,0
A,sergio,U,U,2,d,2,76,0
S,sergio,Y,Y,3,s,3,30,0
A,jojo,U,U,4,a,4,4,0
S,sergio,Y,Y,5,z,5,34,0
A,pepe,T,T,6,x,6,10,0
A,jojo,U,U,7,c,7,21,0
S,jojo,T,T,6,v,6,72,0
S,sergio,T,T,5,b,5,35,0
S,sergio,U,U,4,n,4,42,0
S,sergio,U,U,3,q,3,28,0
S,sergio,U,U,2,w,2,14,0
A,sergio,U,U,1,e,1,31,0
A,sergio,U,U,2,r,2,67,0
S,pepe,U,U,3,t,3,8,0
A,jojo,Y,Y,4,y,4,5,0
S,pepe,T,T,5,u,5,4,0
A,sergio,Y,Y,6,i,6,5,0
S,sergio,U,U,7,o,7,44,0
S,jojo,Y,Y,8,p,8,32,0
S,pepe,T,T,9,l,9,67,0
S,sergio,Y,Y,0,k,0,88,0
A,pepe,U,U,9,j,9,93,0
A,sergio,U,U,12,h,12,34,0
A,jojo,Y,Y,11,g,11,45,0
A,sergio,T,T,23,f,23,5,0
A,sergio,Y,Y,21,d,21,76,0
S,sergio,Y,Y,2,s,2,30,0
A,jojo,U,U,21,a,21,4,0
S,sergio,Y,Y,54,z,54,34,0
A,pepe,T,T,56,x,56,10,0
A,jojo,U,U,76,c,76,21,0
S,sergio,Y,Y,78,v,78,42,0
S,sergio,Y,Y,98,b,98,28,0
S,sergio,Y,Y,76,n,76,14,0
A,sergio,Y,Y,54,q,54,31,0
A,sergio,T,T,32,w,32,67,0
S,pepe,T,T,34,e,34,8,0
A,jojo,T,T,56,r,56,5,0
S,pepe,T,T,7,t,7,4,0
A,sergio,T,T,8,y,8,5,0
S,sergio,U,U,9,u,9,44,0
S,jojo,U,U,8,i,8,32,0
S,pepe,U,U,7,o,7,67,0
S,sergio,U,U,6,p,6,88,0
A,pepe,U,U,5,l,5,93,0
A,sergio,Y,Y,4,k,4,34,0
A,jojo,T,T,3,j,3,45,0
A,sergio,Y,Y,2,h,2,5,0
A,sergio,U,U,1,g,1,76,0
S,sergio,Y,Y,2,f,2,30,0
A,jojo,U,U,3,d,3,4,0
S,sergio,Y,Y,4,s,4,34,0
A,pepe,T,T,5,a,5,10,0
A,jojo,U,U,6,z,6,21,0
S,jojo,T,T,7,x,7,72,0
S,sergio,T,T,7,c,7,35,0
S,sergio,U,U,77,v,77,42,0
S,sergio,U,U,56,b,56,28,0
S,sergio,U,U,54,n,54,14,0
A,sergio,U,U,34,q,34,31,0
A,sergio,U,U,32,w,32,67,0
S,pepe,U,U,14,e,14,8,0
A,jojo,Y,Y,16,r,16,5,0
S,pepe,T,T,18,t,18,4,0
A,sergio,Y,Y,19,y,19,5,0
S,sergio,U,U,1,u,1,44,0
S,jojo,Y,Y,2,i,2,32,0
S,pepe,T,T,3,o,3,67,0
S,sergio,Y,Y,4,p,4,88,0
A,pepe,U,U,5,l,5,93,0
A,sergio,U,U,6,k,6,34,0
A,jojo,Y,Y,7,j,7,45,0
A,sergio,T,T,6,h,6,5,0
A,sergio,Y,Y,5,g,5,76,0
S,sergio,Y,Y,4,f,4,30,0
A,jojo,U,U,3,d,3,4,0
S,sergio,Y,Y,2,s,2,34,0
A,pepe,T,T,1,a,1,10,0
A,jojo,U,U,2,z,2,21,0
S,sergio,Y,Y,3,x,3,42,0
S,sergio,Y,Y,4,c,4,28,0
S,sergio,Y,Y,5,v,5,14,0
A,sergio,Y,Y,6,b,6,31,0
A,sergio,T,T,7,n,7,67,0
S,pepe,T,T,8,q,8,8,0
A,jojo,T,T,9,w,9,5,0
S,pepe,T,T,0,e,0,4,0
A,sergio,T,T,9,r,9,5,0
S,sergio,U,U,12,t,12,44,0
S,jojo,U,U,11,y,11,32,0
S,pepe,U,U,23,u,23,67,0
S,sergio,U,U,21,i,21,88,0
A,pepe,U,U,2,o,2,93,0
A,sergio,Y,Y,21,p,21,34,0
A,jojo,T,T,54,l,54,45,0
A,sergio,Y,Y,56,k,56,5,0
A,sergio,U,U,76,j,76,76,0
S,sergio,Y,Y,78,h,78,30,0
A,jojo,U,U,98,g,98,4,0
S,sergio,Y,Y,76,f,76,34,0
A,pepe,T,T,54,d,54,10,0
A,jojo,U,U,32,s,32,21,0
S,jojo,T,T,34,a,34,72,0
S,sergio,T,T,56,z,56,35,0
S,sergio,U,U,7,x,7,42,0
S,sergio,U,U,8,c,8,28,0
S,sergio,U,U,9,v,9,14,0
A,sergio,U,U,8,b,8,31,0
A,sergio,U,U,7,n,7,67,0
S,pepe,U,U,6,q,6,8,0
A,jojo,Y,Y,5,w,5,5,0
S,pepe,T,T,4,e,4,4,0
A,sergio,Y,Y,3,r,3,5,0
S,sergio,U,U,2,t,2,44,0
S,jojo,Y,Y,1,y,1,32,0
S,pepe,T,T,2,u,2,67,0
S,sergio,Y,Y,3,i,3,88,0
A,pepe,U,U,4,o,4,93,0
A,sergio,U,U,5,p,5,34,0
A,jojo,Y,Y,6,l,6,45,0
A,sergio,T,T,7,k,7,5,0
A,sergio,Y,Y,7,j,7,76,0
S,sergio,Y,Y,77,h,77,30,0
A,jojo,U,U,56,g,56,4,0
S,sergio,Y,Y,54,f,54,34,0
A,pepe,T,T,34,d,34,10,0
A,jojo,U,U,32,s,32,21,0
S,sergio,Y,Y,14,a,14,42,0
S,sergio,Y,Y,16,z,16,28,0
S,sergio,Y,Y,18,x,18,14,0
A,sergio,Y,Y,19,c,19,31,0
A,sergio,T,T,43,v,43,67,0
S,pepe,T,T,1,b,1,8,0
A,jojo,T,T,2,n,2,5,0
S,pepe,T,T,3,q,3,4,0
A,sergio,T,T,4,w,4,5,0
S,sergio,U,U,5,e,5,44,0
S,jojo,U,U,6,r,6,32,0
S,pepe,U,U,7,t,7,67,0
S,sergio,U,U,6,y,6,88,0
A,pepe,U,U,5,u,5,93,0
A,sergio,Y,Y,4,i,4,34,0
A,jojo,T,T,3,o,3,45,0
A,sergio,Y,Y,2,p,2,5,0
A,sergio,U,U,1,l,1,76,0
S,sergio,Y,Y,2,k,2,30,0
A,jojo,U,U,3,j,3,4,0
S,sergio,Y,Y,4,h,4,34,0
A,pepe,T,T,5,g,5,10,0
A,jojo,U,U,6,f,6,21,0
S,jojo,T,T,7,d,7,72,0
S,sergio,T,T,8,s,8,35,0
S,sergio,U,U,9,a,9,42,0
S,sergio,U,U,0,z,0,28,0
S,sergio,U,U,9,x,9,14,0
A,sergio,U,U,12,c,12,31,0
A,sergio,U,U,11,v,11,67,0
S,pepe,U,U,23,b,23,8,0
A,jojo,Y,Y,21,n,21,5,0
S,pepe,T,T,2,m,2,4,0
A,sergio,Y,Y,21,q,21,5,0
S,sergio,U,U,54,w,54,44,0
S,jojo,Y,Y,56,e,56,32,0
S,pepe,T,T,76,r,76,67,0
S,sergio,Y,Y,78,t,78,88,0
A,pepe,U,U,98,y,98,93,0
A,sergio,U,U,76,u,76,34,0
A,jojo,Y,Y,54,i,54,45,0
A,sergio,T,T,32,o,32,5,0
A,sergio,Y,Y,34,p,34,76,0
S,sergio,Y,Y,56,l,56,30,0
A,jojo,U,U,7,k,7,4,0
S,sergio,Y,Y,8,j,8,34,0
A,pepe,T,T,9,h,9,10,0
A,jojo,U,U,8,g,8,21,0
S,sergio,Y,Y,7,f,7,42,0
S,sergio,Y,Y,6,d,6,28,0
S,sergio,Y,Y,5,s,5,14,0
A,sergio,Y,Y,4,a,4,31,0
A,sergio,T,T,3,z,3,67,0
S,pepe,T,T,2,x,2,8,0
A,jojo,T,T,1,c,1,5,0
S,pepe,T,T,2,v,2,4,0
A,sergio,T,T,3,b,3,5,0
S,sergio,U,U,4,n,4,44,0
S,jojo,U,U,5,m,5,32,0
S,pepe,U,U,6,q,6,67,0
S,sergio,U,U,7,w,7,88,0
A,pepe,U,U,7,e,7,93,0
A,sergio,Y,Y,77,r,77,34,0
A,jojo,T,T,56,t,56,45,0
A,sergio,Y,Y,54,y,54,5,0
A,sergio,U,U,34,u,34,76,0
S,sergio,Y,Y,32,i,32,30,0
A,jojo,U,U,14,o,14,4,0
S,sergio,Y,Y,16,p,16,34,0
A,pepe,T,T,18,l,18,10,0
A,jojo,U,U,19,k,19,21,0
S,jojo,T,T,1,j,1,72,0
S,sergio,T,T,2,h,2,35,0
S,sergio,U,U,3,g,3,42,0
S,sergio,U,U,4,f,4,28,0
S,sergio,U,U,5,d,5,14,0
A,sergio,U,U,6,s,6,31,0
A,sergio,U,U,7,a,7,67,0
S,pepe,U,U,6,z,6,8,0
A,jojo,Y,Y,5,x,5,5,0
S,pepe,T,T,4,c,4,4,0
A,sergio,Y,Y,3,v,3,5,0
S,sergio,U,U,2,b,2,44,0
S,jojo,Y,Y,1,n,1,32,0
S,pepe,T,T,2,q,2,67,0
S,sergio,Y,Y,3,w,3,88,0
A,pepe,U,U,4,e,4,93,0
A,sergio,U,U,5,r,5,34,0
A,jojo,Y,Y,6,t,6,45,0
A,sergio,T,T,7,y,7,5,0
A,sergio,Y,Y,8,u,8,76,0
S,sergio,Y,Y,9,i,9,30,0
A,jojo,U,U,0,o,0,4,0
S,sergio,Y,Y,9,p,9,34,0
A,pepe,T,T,12,l,12,10,0
A,jojo,U,U,11,k,11,21,0
S,sergio,Y,Y,23,j,23,42,0
S,sergio,Y,Y,21,h,21,28,0
S,sergio,Y,Y,2,g,2,14,0
A,sergio,Y,Y,21,f,21,31,0
A,sergio,T,T,54,d,54,67,0
S,pepe,T,T,56,s,56,8,0
A,jojo,T,T,76,a,76,5,0
S,pepe,T,T,78,z,78,4,0
A,sergio,T,T,98,x,98,5,0
S,sergio,U,U,76,c,76,44,0
S,jojo,U,U,54,v,54,32,0
S,pepe,U,U,32,b,32,67,0
S,sergio,U,U,34,n,34,88,0
A,pepe,U,U,56,q,56,93,0
A,sergio,Y,Y,7,w,7,34,0
A,jojo,T,T,8,e,8,45,0
A,sergio,Y,Y,9,r,9,5,0
A,sergio,U,U,8,t,8,76,0
S,sergio,Y,Y,7,y,7,30,0
A,jojo,U,U,6,u,6,4,0
S,sergio,Y,Y,5,i,5,34,0
A,pepe,T,T,4,o,4,10,0
A,jojo,U,U,3,p,3,21,0
S,jojo,T,T,2,l,2,72,0
S,sergio,T,T,1,k,1,35,0
S,sergio,U,U,2,j,2,42,0
S,sergio,U,U,3,h,3,28,0
S,sergio,U,U,4,g,4,14,0
A,sergio,U,U,5,f,5,31,0
A,sergio,U,U,6,d,6,67,0
S,pepe,U,U,7,s,7,8,0
A,jojo,Y,Y,7,a,7,5,0
S,pepe,T,T,77,z,77,4,0
A,sergio,Y,Y,56,x,56,5,0
S,sergio,U,U,54,c,54,44,0
S,jojo,Y,Y,34,v,34,32,0
